48
Src,Dest,Latency (ns),Bandwidth (GB/s)
30,6,500,5.0
6,30,500,5.0
30,7,500,5.0
7,30,500,5.0
30,8,500,5.0
8,30,500,5.0
30,9,500,5.0
9,30,500,5.0
30,10,500,5.0
10,30,500,5.0
30,11,500,5.0
11,30,500,5.0
30,12,500,5.0
12,30,500,5.0
30,13,500,5.0
13,30,500,5.0
30,14,500,5.0
14,30,500,5.0
30,15,500,5.0
15,30,500,5.0
30,16,500,5.0
16,30,500,5.0
30,17,500,5.0
17,30,500,5.0
30,18,500,5.0
18,30,500,5.0
30,19,500,5.0
19,30,500,5.0
30,20,500,5.0
20,30,500,5.0
30,21,500,5.0
21,30,500,5.0
30,22,500,5.0
22,30,500,5.0
30,23,500,5.0
23,30,500,5.0
30,24,500,5.0
24,30,500,5.0
30,25,500,5.0
25,30,500,5.0
30,26,500,5.0
26,30,500,5.0
30,27,500,5.0
27,30,500,5.0
30,28,500,5.0
28,30,500,5.0
30,32,500,5.0
32,30,500,5.0
30,33,500,5.0
33,30,500,5.0
30,34,500,5.0
34,30,500,5.0
30,35,500,5.0
35,30,500,5.0
30,36,500,5.0
36,30,500,5.0
30,37,500,5.0
37,30,500,5.0
30,38,500,5.0
38,30,500,5.0
30,39,500,5.0
39,30,500,5.0
30,40,500,5.0
40,30,500,5.0
30,41,500,5.0
41,30,500,5.0
30,42,500,5.0
42,30,500,5.0
30,43,500,5.0
43,30,500,5.0
30,44,500,5.0
44,30,500,5.0
30,45,500,5.0
45,30,500,5.0
30,46,500,5.0
46,30,500,5.0
30,47,500,5.0
47,30,500,5.0
31,0,500,5.0
0,31,500,5.0
31,1,500,5.0
1,31,500,5.0
31,2,500,5.0
2,31,500,5.0
31,3,500,5.0
3,31,500,5.0
31,4,500,5.0
4,31,500,5.0
31,5,500,5.0
5,31,500,5.0
31,6,500,5.0
6,31,500,5.0
31,7,500,5.0
7,31,500,5.0
31,8,500,5.0
8,31,500,5.0
31,9,500,5.0
9,31,500,5.0
31,10,500,5.0
10,31,500,5.0
31,11,500,5.0
11,31,500,5.0
31,12,500,5.0
12,31,500,5.0
31,13,500,5.0
13,31,500,5.0
31,14,500,5.0
14,31,500,5.0
31,15,500,5.0
15,31,500,5.0
31,16,500,5.0
16,31,500,5.0
31,17,500,5.0
17,31,500,5.0
31,18,500,5.0
18,31,500,5.0
31,19,500,5.0
19,31,500,5.0
31,20,500,5.0
20,31,500,5.0
31,21,500,5.0
21,31,500,5.0
31,22,500,5.0
22,31,500,5.0
31,23,500,5.0
23,31,500,5.0
31,24,500,5.0
24,31,500,5.0
31,25,500,5.0
25,31,500,5.0
31,26,500,5.0
26,31,500,5.0
31,27,500,5.0
27,31,500,5.0
31,28,500,5.0
28,31,500,5.0
31,29,500,5.0
29,31,500,5.0
31,33,500,5.0
33,31,500,5.0
31,34,500,5.0
34,31,500,5.0
31,35,500,5.0
35,31,500,5.0
31,36,500,5.0
36,31,500,5.0
31,37,500,5.0
37,31,500,5.0
31,38,500,5.0
38,31,500,5.0
31,39,500,5.0
39,31,500,5.0
31,40,500,5.0
40,31,500,5.0
31,41,500,5.0
41,31,500,5.0
31,42,500,5.0
42,31,500,5.0
31,43,500,5.0
43,31,500,5.0
31,44,500,5.0
44,31,500,5.0
31,45,500,5.0
45,31,500,5.0
31,46,500,5.0
46,31,500,5.0
31,47,500,5.0
47,31,500,5.0
32,0,500,5.0
0,32,500,5.0
32,1,500,5.0
1,32,500,5.0
32,2,500,5.0
2,32,500,5.0
32,3,500,5.0
3,32,500,5.0
32,4,500,5.0
4,32,500,5.0
32,5,500,5.0
5,32,500,5.0
32,6,500,5.0
6,32,500,5.0
32,7,500,5.0
7,32,500,5.0
32,8,500,5.0
8,32,500,5.0
32,9,500,5.0
9,32,500,5.0
32,10,500,5.0
10,32,500,5.0
32,11,500,5.0
11,32,500,5.0
32,12,500,5.0
12,32,500,5.0
32,13,500,5.0
13,32,500,5.0
32,14,500,5.0
14,32,500,5.0
32,15,500,5.0
15,32,500,5.0
32,16,500,5.0
16,32,500,5.0
32,17,500,5.0
17,32,500,5.0
32,18,500,5.0
18,32,500,5.0
32,19,500,5.0
19,32,500,5.0
32,20,500,5.0
20,32,500,5.0
32,21,500,5.0
21,32,500,5.0
32,22,500,5.0
22,32,500,5.0
32,23,500,5.0
23,32,500,5.0
32,24,500,5.0
24,32,500,5.0
32,25,500,5.0
25,32,500,5.0
32,26,500,5.0
26,32,500,5.0
32,27,500,5.0
27,32,500,5.0
32,28,500,5.0
28,32,500,5.0
32,29,500,5.0
29,32,500,5.0
32,30,500,5.0
30,32,500,5.0
32,34,500,5.0
34,32,500,5.0
32,35,500,5.0
35,32,500,5.0
32,36,500,5.0
36,32,500,5.0
32,37,500,5.0
37,32,500,5.0
32,38,500,5.0
38,32,500,5.0
32,39,500,5.0
39,32,500,5.0
32,40,500,5.0
40,32,500,5.0
32,41,500,5.0
41,32,500,5.0
32,42,500,5.0
42,32,500,5.0
32,43,500,5.0
43,32,500,5.0
32,44,500,5.0
44,32,500,5.0
32,45,500,5.0
45,32,500,5.0
32,46,500,5.0
46,32,500,5.0
32,47,500,5.0
47,32,500,5.0
33,0,500,5.0
0,33,500,5.0
33,1,500,5.0
1,33,500,5.0
33,2,500,5.0
2,33,500,5.0
33,3,500,5.0
3,33,500,5.0
33,4,500,5.0
4,33,500,5.0
33,5,500,5.0
5,33,500,5.0
33,6,500,5.0
6,33,500,5.0
33,7,500,5.0
7,33,500,5.0
33,8,500,5.0
8,33,500,5.0
33,9,500,5.0
9,33,500,5.0
33,10,500,5.0
10,33,500,5.0
33,11,500,5.0
11,33,500,5.0
33,12,500,5.0
12,33,500,5.0
33,13,500,5.0
13,33,500,5.0
33,14,500,5.0
14,33,500,5.0
33,15,500,5.0
15,33,500,5.0
33,16,500,5.0
16,33,500,5.0
33,17,500,5.0
17,33,500,5.0
33,18,500,5.0
18,33,500,5.0
33,19,500,5.0
19,33,500,5.0
33,20,500,5.0
20,33,500,5.0
33,21,500,5.0
21,33,500,5.0
33,22,500,5.0
22,33,500,5.0
33,23,500,5.0
23,33,500,5.0
33,24,500,5.0
24,33,500,5.0
33,25,500,5.0
25,33,500,5.0
33,26,500,5.0
26,33,500,5.0
33,27,500,5.0
27,33,500,5.0
33,28,500,5.0
28,33,500,5.0
33,29,500,5.0
29,33,500,5.0
33,30,500,5.0
30,33,500,5.0
33,31,500,5.0
31,33,500,5.0
33,35,500,5.0
35,33,500,5.0
33,36,500,5.0
36,33,500,5.0
33,37,500,5.0
37,33,500,5.0
33,38,500,5.0
38,33,500,5.0
33,39,500,5.0
39,33,500,5.0
33,40,500,5.0
40,33,500,5.0
33,41,500,5.0
41,33,500,5.0
33,42,500,5.0
42,33,500,5.0
33,43,500,5.0
43,33,500,5.0
33,44,500,5.0
44,33,500,5.0
33,45,500,5.0
45,33,500,5.0
33,46,500,5.0
46,33,500,5.0
33,47,500,5.0
47,33,500,5.0
34,0,500,5.0
0,34,500,5.0
34,1,500,5.0
1,34,500,5.0
34,2,500,5.0
2,34,500,5.0
34,3,500,5.0
3,34,500,5.0
34,4,500,5.0
4,34,500,5.0
34,5,500,5.0
5,34,500,5.0
34,6,500,5.0
6,34,500,5.0
34,7,500,5.0
7,34,500,5.0
34,8,500,5.0
8,34,500,5.0
34,9,500,5.0
9,34,500,5.0
34,10,500,5.0
10,34,500,5.0
34,11,500,5.0
11,34,500,5.0
34,12,500,5.0
12,34,500,5.0
34,13,500,5.0
13,34,500,5.0
34,14,500,5.0
14,34,500,5.0
34,15,500,5.0
15,34,500,5.0
34,16,500,5.0
16,34,500,5.0
34,17,500,5.0
17,34,500,5.0
34,18,500,5.0
18,34,500,5.0
34,19,500,5.0
19,34,500,5.0
34,20,500,5.0
20,34,500,5.0
34,21,500,5.0
21,34,500,5.0
34,22,500,5.0
22,34,500,5.0
34,23,500,5.0
23,34,500,5.0
34,24,500,5.0
24,34,500,5.0
34,25,500,5.0
25,34,500,5.0
34,26,500,5.0
26,34,500,5.0
34,27,500,5.0
27,34,500,5.0
34,28,500,5.0
28,34,500,5.0
34,29,500,5.0
29,34,500,5.0
34,30,500,5.0
30,34,500,5.0
34,31,500,5.0
31,34,500,5.0
34,32,500,5.0
32,34,500,5.0
34,36,500,5.0
36,34,500,5.0
34,37,500,5.0
37,34,500,5.0
34,38,500,5.0
38,34,500,5.0
34,39,500,5.0
39,34,500,5.0
34,40,500,5.0
40,34,500,5.0
34,41,500,5.0
41,34,500,5.0
34,42,500,5.0
42,34,500,5.0
34,43,500,5.0
43,34,500,5.0
34,44,500,5.0
44,34,500,5.0
34,45,500,5.0
45,34,500,5.0
34,46,500,5.0
46,34,500,5.0
34,47,500,5.0
47,34,500,5.0
35,0,500,5.0
0,35,500,5.0
35,1,500,5.0
1,35,500,5.0
35,2,500,5.0
2,35,500,5.0
35,3,500,5.0
3,35,500,5.0
35,4,500,5.0
4,35,500,5.0
35,5,500,5.0
5,35,500,5.0
35,6,500,5.0
6,35,500,5.0
35,7,500,5.0
7,35,500,5.0
35,8,500,5.0
8,35,500,5.0
35,9,500,5.0
9,35,500,5.0
35,10,500,5.0
10,35,500,5.0
35,11,500,5.0
11,35,500,5.0
35,12,500,5.0
12,35,500,5.0
35,13,500,5.0
13,35,500,5.0
35,14,500,5.0
14,35,500,5.0
35,15,500,5.0
15,35,500,5.0
35,16,500,5.0
16,35,500,5.0
35,17,500,5.0
17,35,500,5.0
35,18,500,5.0
18,35,500,5.0
35,19,500,5.0
19,35,500,5.0
35,20,500,5.0
20,35,500,5.0
35,21,500,5.0
21,35,500,5.0
35,22,500,5.0
22,35,500,5.0
35,23,500,5.0
23,35,500,5.0
35,24,500,5.0
24,35,500,5.0
35,25,500,5.0
25,35,500,5.0
35,26,500,5.0
26,35,500,5.0
35,27,500,5.0
27,35,500,5.0
35,28,500,5.0
28,35,500,5.0
35,29,500,5.0
29,35,500,5.0
35,30,500,5.0
30,35,500,5.0
35,31,500,5.0
31,35,500,5.0
35,32,500,5.0
32,35,500,5.0
35,33,500,5.0
33,35,500,5.0
35,37,500,5.0
37,35,500,5.0
35,38,500,5.0
38,35,500,5.0
35,39,500,5.0
39,35,500,5.0
35,40,500,5.0
40,35,500,5.0
35,41,500,5.0
41,35,500,5.0
35,42,500,5.0
42,35,500,5.0
35,43,500,5.0
43,35,500,5.0
35,44,500,5.0
44,35,500,5.0
35,45,500,5.0
45,35,500,5.0
35,46,500,5.0
46,35,500,5.0
35,47,500,5.0
47,35,500,5.0
36,0,500,5.0
0,36,500,5.0
36,1,500,5.0
1,36,500,5.0
36,2,500,5.0
2,36,500,5.0
36,3,500,5.0
3,36,500,5.0
36,4,500,5.0
4,36,500,5.0
36,5,500,5.0
5,36,500,5.0
36,6,500,5.0
6,36,500,5.0
36,7,500,5.0
7,36,500,5.0
36,8,500,5.0
8,36,500,5.0
36,9,500,5.0
9,36,500,5.0
36,10,500,5.0
10,36,500,5.0
36,11,500,5.0
11,36,500,5.0
36,12,500,5.0
12,36,500,5.0
36,13,500,5.0
13,36,500,5.0
36,14,500,5.0
14,36,500,5.0
36,15,500,5.0
15,36,500,5.0
36,16,500,5.0
16,36,500,5.0
36,17,500,5.0
17,36,500,5.0
36,18,500,5.0
18,36,500,5.0
36,19,500,5.0
19,36,500,5.0
36,20,500,5.0
20,36,500,5.0
36,21,500,5.0
21,36,500,5.0
36,22,500,5.0
22,36,500,5.0
36,23,500,5.0
23,36,500,5.0
36,24,500,5.0
24,36,500,5.0
36,25,500,5.0
25,36,500,5.0
36,26,500,5.0
26,36,500,5.0
36,27,500,5.0
27,36,500,5.0
36,28,500,5.0
28,36,500,5.0
36,29,500,5.0
29,36,500,5.0
36,30,500,5.0
30,36,500,5.0
36,31,500,5.0
31,36,500,5.0
36,32,500,5.0
32,36,500,5.0
36,33,500,5.0
33,36,500,5.0
36,34,500,5.0
34,36,500,5.0
36,38,500,5.0
38,36,500,5.0
36,39,500,5.0
39,36,500,5.0
36,40,500,5.0
40,36,500,5.0
36,41,500,5.0
41,36,500,5.0
36,42,500,5.0
42,36,500,5.0
36,43,500,5.0
43,36,500,5.0
36,44,500,5.0
44,36,500,5.0
36,45,500,5.0
45,36,500,5.0
36,46,500,5.0
46,36,500,5.0
36,47,500,5.0
47,36,500,5.0
37,0,500,5.0
0,37,500,5.0
37,1,500,5.0
1,37,500,5.0
37,2,500,5.0
2,37,500,5.0
37,3,500,5.0
3,37,500,5.0
37,4,500,5.0
4,37,500,5.0
37,5,500,5.0
5,37,500,5.0
37,6,500,5.0
6,37,500,5.0
37,7,500,5.0
7,37,500,5.0
37,8,500,5.0
8,37,500,5.0
37,9,500,5.0
9,37,500,5.0
37,10,500,5.0
10,37,500,5.0
37,11,500,5.0
11,37,500,5.0
37,12,500,5.0
12,37,500,5.0
37,13,500,5.0
13,37,500,5.0
37,14,500,5.0
14,37,500,5.0
37,15,500,5.0
15,37,500,5.0
37,16,500,5.0
16,37,500,5.0
37,17,500,5.0
17,37,500,5.0
37,18,500,5.0
18,37,500,5.0
37,19,500,5.0
19,37,500,5.0
37,20,500,5.0
20,37,500,5.0
37,21,500,5.0
21,37,500,5.0
37,22,500,5.0
22,37,500,5.0
37,23,500,5.0
23,37,500,5.0
37,24,500,5.0
24,37,500,5.0
37,25,500,5.0
25,37,500,5.0
37,26,500,5.0
26,37,500,5.0
37,27,500,5.0
27,37,500,5.0
37,28,500,5.0
28,37,500,5.0
37,29,500,5.0
29,37,500,5.0
37,30,500,5.0
30,37,500,5.0
37,31,500,5.0
31,37,500,5.0
37,32,500,5.0
32,37,500,5.0
37,33,500,5.0
33,37,500,5.0
37,34,500,5.0
34,37,500,5.0
37,35,500,5.0
35,37,500,5.0
37,39,500,5.0
39,37,500,5.0
37,40,500,5.0
40,37,500,5.0
37,41,500,5.0
41,37,500,5.0
37,42,500,5.0
42,37,500,5.0
37,43,500,5.0
43,37,500,5.0
37,44,500,5.0
44,37,500,5.0
37,45,500,5.0
45,37,500,5.0
37,46,500,5.0
46,37,500,5.0
37,47,500,5.0
47,37,500,5.0
38,0,500,5.0
0,38,500,5.0
38,1,500,5.0
1,38,500,5.0
38,2,500,5.0
2,38,500,5.0
38,3,500,5.0
3,38,500,5.0
38,4,500,5.0
4,38,500,5.0
38,5,500,5.0
5,38,500,5.0
38,6,500,5.0
6,38,500,5.0
38,7,500,5.0
7,38,500,5.0
38,8,500,5.0
8,38,500,5.0
38,9,500,5.0
9,38,500,5.0
38,10,500,5.0
10,38,500,5.0
38,11,500,5.0
11,38,500,5.0
38,12,500,5.0
12,38,500,5.0
38,13,500,5.0
13,38,500,5.0
38,14,500,5.0
14,38,500,5.0
38,15,500,5.0
15,38,500,5.0
38,16,500,5.0
16,38,500,5.0
38,17,500,5.0
17,38,500,5.0
38,18,500,5.0
18,38,500,5.0
38,19,500,5.0
19,38,500,5.0
38,20,500,5.0
20,38,500,5.0
38,21,500,5.0
21,38,500,5.0
38,22,500,5.0
22,38,500,5.0
38,23,500,5.0
23,38,500,5.0
38,24,500,5.0
24,38,500,5.0
38,25,500,5.0
25,38,500,5.0
38,26,500,5.0
26,38,500,5.0
38,27,500,5.0
27,38,500,5.0
38,28,500,5.0
28,38,500,5.0
38,29,500,5.0
29,38,500,5.0
38,30,500,5.0
30,38,500,5.0
38,31,500,5.0
31,38,500,5.0
38,32,500,5.0
32,38,500,5.0
38,33,500,5.0
33,38,500,5.0
38,34,500,5.0
34,38,500,5.0
38,35,500,5.0
35,38,500,5.0
38,36,500,5.0
36,38,500,5.0
38,40,500,5.0
40,38,500,5.0
38,41,500,5.0
41,38,500,5.0
38,42,500,5.0
42,38,500,5.0
38,43,500,5.0
43,38,500,5.0
38,44,500,5.0
44,38,500,5.0
38,45,500,5.0
45,38,500,5.0
38,46,500,5.0
46,38,500,5.0
38,47,500,5.0
47,38,500,5.0
39,0,500,5.0
0,39,500,5.0
39,1,500,5.0
1,39,500,5.0
39,2,500,5.0
2,39,500,5.0
39,3,500,5.0
3,39,500,5.0
39,4,500,5.0
4,39,500,5.0
39,5,500,5.0
5,39,500,5.0
39,6,500,5.0
6,39,500,5.0
39,7,500,5.0
7,39,500,5.0
39,8,500,5.0
8,39,500,5.0
39,9,500,5.0
9,39,500,5.0
39,10,500,5.0
10,39,500,5.0
39,11,500,5.0
11,39,500,5.0
39,12,500,5.0
12,39,500,5.0
39,13,500,5.0
13,39,500,5.0
39,14,500,5.0
14,39,500,5.0
39,15,500,5.0
15,39,500,5.0
39,16,500,5.0
16,39,500,5.0
39,17,500,5.0
17,39,500,5.0
39,18,500,5.0
18,39,500,5.0
39,19,500,5.0
19,39,500,5.0
39,20,500,5.0
20,39,500,5.0
39,21,500,5.0
21,39,500,5.0
39,22,500,5.0
22,39,500,5.0
39,23,500,5.0
23,39,500,5.0
39,24,500,5.0
24,39,500,5.0
39,25,500,5.0
25,39,500,5.0
39,26,500,5.0
26,39,500,5.0
39,27,500,5.0
27,39,500,5.0
39,28,500,5.0
28,39,500,5.0
39,29,500,5.0
29,39,500,5.0
39,30,500,5.0
30,39,500,5.0
39,31,500,5.0
31,39,500,5.0
39,32,500,5.0
32,39,500,5.0
39,33,500,5.0
33,39,500,5.0
39,34,500,5.0
34,39,500,5.0
39,35,500,5.0
35,39,500,5.0
39,36,500,5.0
36,39,500,5.0
39,37,500,5.0
37,39,500,5.0
39,41,500,5.0
41,39,500,5.0
39,42,500,5.0
42,39,500,5.0
39,43,500,5.0
43,39,500,5.0
39,44,500,5.0
44,39,500,5.0
39,45,500,5.0
45,39,500,5.0
39,46,500,5.0
46,39,500,5.0
39,47,500,5.0
47,39,500,5.0
40,0,500,5.0
0,40,500,5.0
40,1,500,5.0
1,40,500,5.0
40,2,500,5.0
2,40,500,5.0
40,3,500,5.0
3,40,500,5.0
40,4,500,5.0
4,40,500,5.0
40,5,500,5.0
5,40,500,5.0
40,6,500,5.0
6,40,500,5.0
40,7,500,5.0
7,40,500,5.0
40,8,500,5.0
8,40,500,5.0
40,9,500,5.0
9,40,500,5.0
40,10,500,5.0
10,40,500,5.0
40,11,500,5.0
11,40,500,5.0
40,12,500,5.0
12,40,500,5.0
40,13,500,5.0
13,40,500,5.0
40,14,500,5.0
14,40,500,5.0
40,15,500,5.0
15,40,500,5.0
40,16,500,5.0
16,40,500,5.0
40,17,500,5.0
17,40,500,5.0
40,18,500,5.0
18,40,500,5.0
40,19,500,5.0
19,40,500,5.0
40,20,500,5.0
20,40,500,5.0
40,21,500,5.0
21,40,500,5.0
40,22,500,5.0
22,40,500,5.0
40,23,500,5.0
23,40,500,5.0
40,24,500,5.0
24,40,500,5.0
40,25,500,5.0
25,40,500,5.0
40,26,500,5.0
26,40,500,5.0
40,27,500,5.0
27,40,500,5.0
40,28,500,5.0
28,40,500,5.0
40,29,500,5.0
29,40,500,5.0
40,30,500,5.0
30,40,500,5.0
40,31,500,5.0
31,40,500,5.0
40,32,500,5.0
32,40,500,5.0
40,33,500,5.0
33,40,500,5.0
40,34,500,5.0
34,40,500,5.0
40,35,500,5.0
35,40,500,5.0
40,36,500,5.0
36,40,500,5.0
40,37,500,5.0
37,40,500,5.0
40,38,500,5.0
38,40,500,5.0
40,42,500,5.0
42,40,500,5.0
40,43,500,5.0
43,40,500,5.0
40,44,500,5.0
44,40,500,5.0
40,45,500,5.0
45,40,500,5.0
40,46,500,5.0
46,40,500,5.0
40,47,500,5.0
47,40,500,5.0
41,0,500,5.0
0,41,500,5.0
41,1,500,5.0
1,41,500,5.0
41,2,500,5.0
2,41,500,5.0
41,3,500,5.0
3,41,500,5.0
41,4,500,5.0
4,41,500,5.0
41,5,500,5.0
5,41,500,5.0
41,6,500,5.0
6,41,500,5.0
41,7,500,5.0
7,41,500,5.0
41,8,500,5.0
8,41,500,5.0
41,9,500,5.0
9,41,500,5.0
41,10,500,5.0
10,41,500,5.0
41,11,500,5.0
11,41,500,5.0
41,12,500,5.0
12,41,500,5.0
41,13,500,5.0
13,41,500,5.0
41,14,500,5.0
14,41,500,5.0
41,15,500,5.0
15,41,500,5.0
41,16,500,5.0
16,41,500,5.0
41,17,500,5.0
17,41,500,5.0
41,18,500,5.0
18,41,500,5.0
41,19,500,5.0
19,41,500,5.0
41,20,500,5.0
20,41,500,5.0
41,21,500,5.0
21,41,500,5.0
41,22,500,5.0
22,41,500,5.0
41,23,500,5.0
23,41,500,5.0
41,24,500,5.0
24,41,500,5.0
41,25,500,5.0
25,41,500,5.0
41,26,500,5.0
26,41,500,5.0
41,27,500,5.0
27,41,500,5.0
41,28,500,5.0
28,41,500,5.0
41,29,500,5.0
29,41,500,5.0
41,30,500,5.0
30,41,500,5.0
41,31,500,5.0
31,41,500,5.0
41,32,500,5.0
32,41,500,5.0
41,33,500,5.0
33,41,500,5.0
41,34,500,5.0
34,41,500,5.0
41,35,500,5.0
35,41,500,5.0
41,36,500,5.0
36,41,500,5.0
41,37,500,5.0
37,41,500,5.0
41,38,500,5.0
38,41,500,5.0
41,39,500,5.0
39,41,500,5.0
41,43,500,5.0
43,41,500,5.0
41,44,500,5.0
44,41,500,5.0
41,45,500,5.0
45,41,500,5.0
41,46,500,5.0
46,41,500,5.0
41,47,500,5.0
47,41,500,5.0
42,0,500,5.0
0,42,500,5.0
42,1,500,5.0
1,42,500,5.0
42,2,500,5.0
2,42,500,5.0
42,3,500,5.0
3,42,500,5.0
42,4,500,5.0
4,42,500,5.0
42,5,500,5.0
5,42,500,5.0
42,6,500,5.0
6,42,500,5.0
42,7,500,5.0
7,42,500,5.0
42,8,500,5.0
8,42,500,5.0
42,9,500,5.0
9,42,500,5.0
42,10,500,5.0
10,42,500,5.0
42,11,500,5.0
11,42,500,5.0
42,12,500,5.0
12,42,500,5.0
42,13,500,5.0
13,42,500,5.0
42,14,500,5.0
14,42,500,5.0
42,15,500,5.0
15,42,500,5.0
42,16,500,5.0
16,42,500,5.0
42,17,500,5.0
17,42,500,5.0
42,18,500,5.0
18,42,500,5.0
42,19,500,5.0
19,42,500,5.0
42,20,500,5.0
20,42,500,5.0
42,21,500,5.0
21,42,500,5.0
42,22,500,5.0
22,42,500,5.0
42,23,500,5.0
23,42,500,5.0
42,24,500,5.0
24,42,500,5.0
42,25,500,5.0
25,42,500,5.0
42,26,500,5.0
26,42,500,5.0
42,27,500,5.0
27,42,500,5.0
42,28,500,5.0
28,42,500,5.0
42,29,500,5.0
29,42,500,5.0
42,30,500,5.0
30,42,500,5.0
42,31,500,5.0
31,42,500,5.0
42,32,500,5.0
32,42,500,5.0
42,33,500,5.0
33,42,500,5.0
42,34,500,5.0
34,42,500,5.0
42,35,500,5.0
35,42,500,5.0
42,36,500,5.0
36,42,500,5.0
42,37,500,5.0
37,42,500,5.0
42,38,500,5.0
38,42,500,5.0
42,39,500,5.0
39,42,500,5.0
42,40,500,5.0
40,42,500,5.0
42,44,500,5.0
44,42,500,5.0
42,45,500,5.0
45,42,500,5.0
42,46,500,5.0
46,42,500,5.0
42,47,500,5.0
47,42,500,5.0
43,0,500,5.0
0,43,500,5.0
43,1,500,5.0
1,43,500,5.0
43,2,500,5.0
2,43,500,5.0
43,3,500,5.0
3,43,500,5.0
43,4,500,5.0
4,43,500,5.0
43,5,500,5.0
5,43,500,5.0
43,6,500,5.0
6,43,500,5.0
43,7,500,5.0
7,43,500,5.0
43,8,500,5.0
8,43,500,5.0
43,9,500,5.0
9,43,500,5.0
43,10,500,5.0
10,43,500,5.0
43,11,500,5.0
11,43,500,5.0
43,12,500,5.0
12,43,500,5.0
43,13,500,5.0
13,43,500,5.0
43,14,500,5.0
14,43,500,5.0
43,15,500,5.0
15,43,500,5.0
43,16,500,5.0
16,43,500,5.0
43,17,500,5.0
17,43,500,5.0
43,18,500,5.0
18,43,500,5.0
43,19,500,5.0
19,43,500,5.0
43,20,500,5.0
20,43,500,5.0
43,21,500,5.0
21,43,500,5.0
43,22,500,5.0
22,43,500,5.0
43,23,500,5.0
23,43,500,5.0
43,24,500,5.0
24,43,500,5.0
43,25,500,5.0
25,43,500,5.0
43,26,500,5.0
26,43,500,5.0
43,27,500,5.0
27,43,500,5.0
43,28,500,5.0
28,43,500,5.0
43,29,500,5.0
29,43,500,5.0
43,30,500,5.0
30,43,500,5.0
43,31,500,5.0
31,43,500,5.0
43,32,500,5.0
32,43,500,5.0
43,33,500,5.0
33,43,500,5.0
43,34,500,5.0
34,43,500,5.0
43,35,500,5.0
35,43,500,5.0
43,36,500,5.0
36,43,500,5.0
43,37,500,5.0
37,43,500,5.0
43,38,500,5.0
38,43,500,5.0
43,39,500,5.0
39,43,500,5.0
43,40,500,5.0
40,43,500,5.0
43,41,500,5.0
41,43,500,5.0
43,45,500,5.0
45,43,500,5.0
43,46,500,5.0
46,43,500,5.0
43,47,500,5.0
47,43,500,5.0
44,0,500,5.0
0,44,500,5.0
44,1,500,5.0
1,44,500,5.0
44,2,500,5.0
2,44,500,5.0
44,3,500,5.0
3,44,500,5.0
44,4,500,5.0
4,44,500,5.0
44,5,500,5.0
5,44,500,5.0
44,6,500,5.0
6,44,500,5.0
44,7,500,5.0
7,44,500,5.0
44,8,500,5.0
8,44,500,5.0
44,9,500,5.0
9,44,500,5.0
44,10,500,5.0
10,44,500,5.0
44,11,500,5.0
11,44,500,5.0
44,12,500,5.0
12,44,500,5.0
44,13,500,5.0
13,44,500,5.0
44,14,500,5.0
14,44,500,5.0
44,15,500,5.0
15,44,500,5.0
44,16,500,5.0
16,44,500,5.0
44,17,500,5.0
17,44,500,5.0
44,18,500,5.0
18,44,500,5.0
44,19,500,5.0
19,44,500,5.0
44,20,500,5.0
20,44,500,5.0
44,21,500,5.0
21,44,500,5.0
44,22,500,5.0
22,44,500,5.0
44,23,500,5.0
23,44,500,5.0
44,24,500,5.0
24,44,500,5.0
44,25,500,5.0
25,44,500,5.0
44,26,500,5.0
26,44,500,5.0
44,27,500,5.0
27,44,500,5.0
44,28,500,5.0
28,44,500,5.0
44,29,500,5.0
29,44,500,5.0
44,30,500,5.0
30,44,500,5.0
44,31,500,5.0
31,44,500,5.0
44,32,500,5.0
32,44,500,5.0
44,33,500,5.0
33,44,500,5.0
44,34,500,5.0
34,44,500,5.0
44,35,500,5.0
35,44,500,5.0
44,36,500,5.0
36,44,500,5.0
44,37,500,5.0
37,44,500,5.0
44,38,500,5.0
38,44,500,5.0
44,39,500,5.0
39,44,500,5.0
44,40,500,5.0
40,44,500,5.0
44,41,500,5.0
41,44,500,5.0
44,42,500,5.0
42,44,500,5.0
44,46,500,5.0
46,44,500,5.0
44,47,500,5.0
47,44,500,5.0
45,0,500,5.0
0,45,500,5.0
45,1,500,5.0
1,45,500,5.0
45,2,500,5.0
2,45,500,5.0
45,3,500,5.0
3,45,500,5.0
45,4,500,5.0
4,45,500,5.0
45,5,500,5.0
5,45,500,5.0
45,6,500,5.0
6,45,500,5.0
45,7,500,5.0
7,45,500,5.0
45,8,500,5.0
8,45,500,5.0
45,9,500,5.0
9,45,500,5.0
45,10,500,5.0
10,45,500,5.0
45,11,500,5.0
11,45,500,5.0
45,12,500,5.0
12,45,500,5.0
45,13,500,5.0
13,45,500,5.0
45,14,500,5.0
14,45,500,5.0
45,15,500,5.0
15,45,500,5.0
45,16,500,5.0
16,45,500,5.0
45,17,500,5.0
17,45,500,5.0
45,18,500,5.0
18,45,500,5.0
45,19,500,5.0
19,45,500,5.0
45,20,500,5.0
20,45,500,5.0
45,21,500,5.0
21,45,500,5.0
45,22,500,5.0
22,45,500,5.0
45,23,500,5.0
23,45,500,5.0
45,24,500,5.0
24,45,500,5.0
45,25,500,5.0
25,45,500,5.0
45,26,500,5.0
26,45,500,5.0
45,27,500,5.0
27,45,500,5.0
45,28,500,5.0
28,45,500,5.0
45,29,500,5.0
